event_id,vix_start,vix_end,vix_pct_change,avg_vix_volatility,pre_days_count,pre_event_return,pre_days_count_right
PRGO_20220317,,,,4.816461352065255,21,0.030773451343011793,21
XEL_20170705,,11.45,,0.6697527712816278,21,-0.049700696170227654,21
BMY_20040519,,,,0.5032782538552294,22,0.02692882616176906,22
ALC_20071129,,,,2.8086777401637057,21,-0.21590929028575612,21
ESPR_20200221,,,,9.664110131846188,21,0.21576225336861632,21
PDLI_20080118,,,,4.747578153188704,20,-0.08448941706146362,20
INCY_20111116,,,,5.303650830781324,22,-0.1446022277169794,22
GILD_20201022,,,,4.498054641449413,22,-0.06229706435251381,22
GSK_20110610,,37.0,,6.217547387021687,21,-0.01400419228117511,21
REGN_20230818,,,,1.0988064983275996,22,0.09659217934213138,22
JNJ_20221025,,,,3.9493108165312503,21,0.025551213175234233,21
BLCO_20240419,,,,2.8653307865752145,21,-0.09424396005089875,21
AZN_20231221,,,,1.535369124086643,21,0.031195678362897494,21
SIGA_20180713,,23.23,,4.669066922297976,21,-0.11110936427494156,21
PFE_20220114,,,,5.384832869600874,21,-1.6464041991959277e-6,21
VRCA_20230721,,,,1.8640887349836364,21,0.19467326527472228,21
XERS_20211230,,,,2.432528951600076,21,0.23039151652814205,21
PRTK_20181002,21.77,9.82,-54.89205328433624,3.617175239115566,20,-0.05073220798970812,20
PDLI_20070305,13.08,,,3.4357690918056605,19,-0.10970283901385225,19
PHAT_20231101,20.53,,,2.562691750644561,22,-0.10318040242509052,22
PFE_20171011,10.5,10.08,-3.9999999999999996,1.1442568071752177,22,0.06744804981189256,22
JAZZ_20080228,,,,8.240897636647752,21,-0.14355765717382651,21
MRK_20040901,,,,0.6761045992861318,22,-0.0083795681791623,22
SNY_20210716,,,,2.8872982576293893,21,-0.04451136482012985,21
NVS_20170313,,9.51,,0.7965449474516542,19,0.04164027936111325,19
EVFM_20200522,,,,4.588543277820292,22,-0.1250010436255483,22
PFE_20230522,,,,2.6080058711881002,20,-0.0755749822798708,20
PFE_20191115,,,,2.280143673129062,22,0.011136149261459893,22
IMCL_20040212,,16.18,,1.158030038516083,21,0.05379092928325013,21
SERV_20240806,27.85,13.0,-53.3213644524237,5.039047422396886,21,4.604946997716,21
JNJ_20070427,,,,3.8314050399304302,21,0.07013184778750703,21
TEVA_20050520,,,,0.9674086972156073,22,0.03458747047266231,22
JAZZ_20080414,,47.73,,3.146566747283912,19,-0.14678906525133595,19
AZN_20061020,,,,0.4856110430112583,22,0.061255029008117745,22
JNJ_20010622,,,,4.629740461946168,21,0.07111320296247547,21
NVS_20010216,,,,2.869368950288371,22,0.007345060030310879,22
MRK_20090227,,,,5.668936115161331,21,-0.08212958986370911,21
HZNP_20200121,,,,0.7461595988350666,18,0.05843268034026172,18
SRPT_20210225,,,,3.9423444649047514,21,-0.12298275032993278,21
TEVA_20000915,,,,4.928205091440485,21,-0.023993195561785585,21
